"ID"|"Group"|"No"|"Title"|"Image"|"Download_lbl"|"Download_lnk"
10|"tab1"|"96"|"Landslide inventories in Europe and policy recommendations for their interoperability and harmonisation - A JRC contribution to the EU-FP7 SafeLand project This report provides a detailed review of existing national landslide inventories as well as of a number of regional inventories in EU member states and neighbouring countries. For national landslide databases, it also analyses their ability to provide landslide susceptibility, hazard and risk assessments at national scale. In addition, the report proposes improvements in landslide databases for delineating areas at risk of landslides in agreement with the EU Soil Thematic Strategy and its associated Proposal for a Soil Framework Directive, and for achieving interoperability and harmonisation in agreement with the INSPIRE Directive. Author(s):Van Den Eeckhaut, M., Hervás, J., 2012 – 202pp. – EUR 25666 EN – Luxembourg: Publications Office of the European Union – 2012 – 202 pp. – 21.0 x 29.7 cm, EUR25666 Scientific and Technical Research series - ISBN 978-92-79-27994-2, doi:10.2788/75587 Download report: (Size: 19.5 MB) Preview FrontPage : Last Update: 08/02/2013"|"/ESDB_Archive/eusoils_docs/images/small/EUR25666EN.JPG"|"download;download"|"http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/other/EUR25666EN.pdf;http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/Images/EUR25666EN.pdf"
11|"tab1"|"95"|"EFSA Spatial Data Version 1.1 Data Properties and Processing In the context of the submissions of exposure estimates of pesticides in the soil and according to regulation (EC) 1107/2009 1 a set of spatial data pertinent to evaluating the environmental fate and behaviour of pesticides in the soil was published in 2011 as support to the FATE and the ECOREGION EFSA PPR Working Groups. After the first EFSA Spatial Data set was made available in 2011 users commented on inconsistencies in the data, mainly with respect to the spatial characteristics of various layers. The JRC found that the problem was more complex than just a geographic misalignment of layers and concluded that to fully address the problem all data layers needed to be reprocessed from their respective sources and recompiled to comply with the specifications. This task was performed by the JRC, which resulted in an update to the previous data referred to as EFSA Spatial Data Version 1.1. Author(s):Roland Hiederer. 2012 – 50pp. – EUR 25327 EN – Luxembourg: Publications Office of the European Union – 2012 – 30 pp. – 21.0 x 29.7 cm, EUR25546 Scientific and Technical Research series - ISSN 1831-9424, doi:10.2788/54453 Download report: (Size: 1.5 MB) Preview FrontPage : Last Update: 05/12/2012"|"/ESDB_Archive/eusoils_docs/images/small/EUR25546EN.JPG"|"download;download"|"http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/other/EUR25546EN.pdf;http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/Images/EUR25546EN.pdf"
12|"tab1"|"94"|"Will there be enough plant nutrients to feed a world of 9 billion in 2050? Will there be enough plant nutrients to feed a world of 9 billion in 2050? is the central question addressed by a JRC study. This exercise was based on consultations with experts and a thematic workshop focused on three areas of interest: 1) the demand for fertilizers to sustain crop production necessary to feed the world in 2050; 2) perspectives on the supply of Nitrogen (N), Phosphorus (P) and Potassium (K) to world agriculture and 3) the role of innovation and technology in changing the match between demand and supply of fertilizers. Implications of the main findings for current EU and international policies were addressed. ""There is no specific reason to be alarmed about the overall supply of nitrogen, potassium and phosphorus for the world's agriculture but because of changing conditions in production, demand and use, continuous vigilance is called for."" Author(s):Jean-Paul Malingreau, Hugh Eva, Albino Maggio. 2012 – 30pp. – EUR 25327 EN – Luxembourg: Publications Office of the European Union – 2012 – 30 pp. – 21.0 x 29.7 cm, EUR – Scientific and Technical Research series – ISSN 1831-9424 (online) ISSN 1018-5593 (print), ISBN 978-92-79-24910-5 (pdf),ISBN 978-92-79-24909-9 (print), doi: 10.2788/26603 Download report: (Size: 1.5 MB) Preview FrontPage : Last Update: 26/09/2012"|"/ESDB_Archive/eusoils_docs/images/small/EUR25327.JPG"|"download;download"|"http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/other/EUR25327.pdf;http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/Images/EUR25327.pdf"
13|"tab1"|"93"|"Risk Assessment Methodologies of Soil Threats in Europe This report which presents the results of the RAMSOIL project is published. The general objective of the RAMSOIL project was to provide scientific guidelines on possibilities for EU wide parameter harmonization based on detailed information on current risk assessment methodologies of soil threats encountered within EU Member States. In RAMSOIL current risk assessments methodologies used in the EU are collected and evaluated. The results are summarized in this book. Currently, there are various risk assessment methodologies (RAMs) and the question has risen to what extent these RAMs yield similar outcome and, if not, whether the outcome can be harmonized, i.e. whether the results of the various RAMs can be made compatible or comparable. In this study i) the current status of RAMs for erosion, soil organic matter decline, compaction, and salinization in the European Union (EU27) is reviewed, and ii) the need and the options for harmonization are assessed. The need for harmonization was defined as the likelihood of achieving different outcomes when using different RAMs, whereas the options for harmonization refer to the efforts that are required to harmonize soil RAMs. Author(s):Christy van Beek and Gergely Tóth 2012 – 84pp. – EUR 24097 EN – EUR – Scientific and Technical Research series – ISSN 1018-5593 (print), ISSN 1831-9424 (online) , ISBN 978-92-79-14291-8, doi: 10.2788/47096 Download report: (Size: 1.5 MB) Preview FrontPage : Last Update: 10/05/2012"|"/ESDB_Archive/eusoils_docs/images/small//EUR24097.JPG"|"download;download"|"http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/other/EUR24097.pdf;http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/Images/EUR24097.pdf"
14|"tab1"|"92"|"Global Soil Organic Carbon Estimates and the Harmonized World Soil Database Global estimates of soil organic carbon stocks have been produced in the past to support the calculation of potential emissions of CO2 from the soil under scenarios of change land use/cover and climatic conditions (IPCC, 2006), but very few global estimates are presented as spatial data. For global spatial layers on soil parameters, the most recent and complete dataset is available as the Harmonized World Soil Database (HWSD). The amended HWSD was compared to data from 4 other global data sets on SOC stocks. The comparative evaluation has demonstrated that bulk density is the most important factor for estimating SOC stocks and mainly responsible for the differences between estimates. Most affected from the variability in bulk density are SOC stocks in areas with soils which are high in organic carbon. Author(s): R. Hiederer, M. Köchy 2012 – 79 pp. – EUR 25225 EN – EUR Scientific and Technical Research series – ISSN 1831-9424 (online), ISSN 1018-5593 (print), ISBN 978-92-79-23108-7, doi:10.2788/13267 Download report: (Size: 1.5 MB) Preview FrontPage : Last Update: 20/03/2012"|"/ESDB_Archive/eusoils_docs/images/small/EUR25225.JPG"|"download;download"|"http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/other/EUR25225.pdf;http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/Images/EUR25225.pdf"
15|"tab1"|"91"|"The State of Soil in Europe - A contribution of the JRC to the European Environment Agency's Environment State and Outlook Report - SOER 2010 This report published by the JRC and the European Environment Agency provides a comprehensive overview of soil resources and degradation processes. The core of this report was prepared for the Assessment on Soil, which forms part of the 'The European Environment - state and outlook 2010 Report' (SOER) 20102, coordinated by the European Environment Agency (EEA). This Reference Report uses data from the European Soil Data Centre (ESDAC), managed on behalf of EU institutions by the JRC. The information also helps European citizens to better understand, care for and improve Europe's environment. The soil assessment was one of a set of 13 Europe-wide thematic assessments of key environmental themes and the only one coordinated by the JRC. Author(s): Arwyn Jones, Panos Panagos, Sara Barcelo, Faycal Bouraoui, Claudio Bosco, Olivier Dewitte, Ciro Gardi, Markus Erhard, Javier Hervás, Roland Hiederer, Simon Jeffery, Anke Lükewille, Luca Marmo, Luca Montanarella, Claudia Olazábal, Jan-Erik Petersen, Vit Penizek, Thomas Strassburger, Gergely Tóth, Miet Van Den Eeckhaut, Marc Van Liedekerke, Frank Verheijen, Eva Viestova, Yusuf Yigini 2012 – 76 pp. – EUR 25186 EN– Scientific and Technical Research series. Download report: (Size: 4 MB) Last Update: 13/02/2012"|"/ESDB_Archive/eusoils_docs/images/small/EUR25186.JPG"|"download"|"http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/other/EUR25186.pdf"
16|"tab1"|"90"|"Monitoring, Reporting and Verification systems for Carbon in Soils and Vegetation in African, Caribbean and Pacific countries Improved terrestrial carbon management offers tremendous potential for climate change mitigation and, in many cases, there are associated co-benefits such as increased productivity, resilience, and biodiversity. In January 2011, the Institute for Environment and Sustainability of the Joint Research Centre organized an inter-service meeting on “Monitoring, Reporting and Verification systems for carbon in soils and vegetation in African, Caribbean and Pacific countries” with the objective of refining its long-term research agenda in that domain. This was achieved in the light of the needs of the Directorates-General involved in the development and environment policies namely DEVCO, ENV, CLIMA, ENTR, RTD and AGRI as well as of the recent evolution of the UNFCCC negotiations. This report encompasses the proceedings of the meeting together with the conclusions and recommendations to JRC work program stated by the invited experts and policy-makers from the different relevant DGs. Editors: Delphine de Brogniez, Philippe Mayaux, Luca Montanarella, 2011 – 99 pp. – EUR 24932 EN– Scientific and Technical Research series – ISSN 1831-9424, ISBN 978-92-79-21137-9, Doi 10.2788/63356 Download report: (Size: 3 MB) Preview FrontPage : Last Update: 10/10/2011"|"/ESDB_Archive/eusoils_docs/images/small/EUR24932.JPG"|"download;download"|"http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/other/EUR24932.pdf;http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/Images/EUR24932.pdf"
17|"tab1"|"89"|"Land Quality and Land Use Information - in the European Union This monograph contains a selection of scientific papers presented on the conference on Land Quality and Land Use Information in the European Union, hold in Keszthely, Hungary. It covers topics related to various aspects of land quality including: concepts of assessment; evaluation of biomass productivity; bioindicators of land quality; quality assessment of degraded land; land use related data processing; INSPIRE; and the economic aspects of land quality. The aim of the conference was to facilitate the exchange of information and views among stakeholders involved in land management, land resources research and land use policy planning. This exchange of information contributes to an enhanced understanding on the role of land quality in rural systems and to progress the development of land information, land registries, land use planning and related services based on land quality on different levels; from farm to continental scales in Europe. Editors: Gergely Tóth and Tamás Németh, 2011 – 399 pp. – EUR 24590 EN– Scientific and Technical Research series – ISSN 1831-9424, ISBN 978-92-79-17601-2, Doi 10.2788/40725 Download report: (Size: 8 MB) Preview FrontPage : Last Update: 06/09/2011"|"/ESDB_Archive/eusoils_docs/images/small/EUR24590.JPG"|"download"|"http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/Images/EUR24590.pdf"
18|"tab1"|"88"|"Chemical elements in Ascomycetes and Basidiomycetes (The reference mushrooms as instruments for investigating bioindication and biodiversity) Fungi in the wild are among the principal agents in biogeochemical cycles; those cycles of matter and energy which enable ecosystems to work. By investigating the biodiversity of Italian fungal species and concentration levels of chemical elements in them, it may be possible to employ these fungi as biological indicators for the quality of forest, woodland and semi-natural environments. The data archives of EUR Reports record the dry-material concentrations, of 35 chemical elements, including heavy metals, in over 9000 samples of higher mushrooms. These samples represent around 200 genera and a thousand species. As the archive has attained statistical stability it has been possible to define the concept of a ""reference mushroom"". The use of a ""reference mushroom"" may bring benefits – perhaps only as a methodological approach – in various fields of mycological and environmental research; from biodiversity and bioindication, through taxonomy right up to health and sanitation issues. The sheer volume of the collected data may prove to be useful as a comparison for data collected in the future; such results would also allow a better and more-exhaustive interpretation of the effects of environmental-protection laws which have been enacted over the years in order to reduce or remedy current climate-change phenomena and the environmental damage caused by human activity. Editors:R. M. Cenci and F. Sena, 2011 – 232 pp. – EUR 24415 EN– Scientific and Technical Research series – ISSN 1018-5593, ISBN 978-92-79-20395-4, Doi 10.2788/22228 Download report: (Size: 28.5 MB) Preview FrontPage : Last Update: 06/09/2011"|"/ESDB_Archive/eusoils_docs/images/small/EUR24415EN.JPG"|"download;download"|"http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/other/EUR24415EN.pdf;http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/Images/EUR24415EN.pdf"
19|"tab1"|"87"|"Soil Protection Activities and Soil Quality Monitoring in South Eastern Europe Conference papers, June 18th and 19th, 2009, Sarajevo - Bosnia and Herzegovina. The conference Soil Protection Activities and Soil Quality Monitoring in South Eastern Europe was organized in Sarajevo as a joint action by the Soil Science Society of Bosnia and Herzegovina and the Soil Science Society of Slovenia. The main objectives of conference were to review the soil protection and soil quality monitoring activities in SEE including research activities, project reports, good practice guides and various methodologies and monitoring strategies. The special emphasis was laid on the ecological and technical soil functions, remediation and re-cultivation measures, data collection and processing, soil protection policy, soil quality and soil resources management issues on the regional level. The conference was an opportunity to key regional soil science research institutions to present activities and achievements with further prospects of cross - border scientific collaboration. This publication presents a selection of 20 conference papers prepared by the authors from SEE countries (Croatia, Bosnia and Herzegovina, Serbia, Former Yugoslav Republic of Macedonia) and guest contributions from Austria, Slovenia and Syria. Editors:Panos Panagos, Vernik Tomaž, Hamid Custovic, Borut Vršcaj, 2011 – 208 pp. – EUR 24889 EN– Scientific and Technical Research series – ISSN 1831-9424, ISBN 978-92-79-20728-0, Doi 10.2788/36675 Download report: (Size: 10.5 MB) Preview FrontPage : Last Update: 27/07/2011"|"/ESDB_Archive/eusoils_docs/images/small/EUR24889.JPG"|"download;download"|"http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/other/EUR24889.pdf;http://eusoils.jrc.ec.europa.eu/ESDB_Archive/eusoils_docs/Images/EUR24889.pdf"
